TRACE,HEADERTIME,TIME_shot_1,TIME_shot_2
877, 14:42:20,1295.0,0
878, 14:42:25,2450.0,0
879, 14:42:30,3488.0,0
880, 14:42:35,4659.0,0
881, 14:42:40,0.0,4953
882, 14:42:45,0.0,0
883, 14:42:50,664.0,0
884, 14:42:55,1054.0,0
885, 14:43:00,1702.0,0
886, 14:43:05,2450.0,0
887, 14:43:10,2317.0,0
888, 14:43:15,2308.0,0
889, 14:43:20,3222.0,0
890, 14:43:25,3712.0,0
891, 14:43:30,4925.0,0
892, 14:43:35,0.0,0
893, 14:43:40,971.3,0
894, 14:43:45,871.6,0
895, 14:43:50,1063.0,0
896, 14:43:55,863.3,0
897, 14:44:00,1403.0,0
898, 14:44:05,1719.0,0
899, 14:44:10,1702.0,0
900, 14:44:15,1320.0,0
901, 15:46:00,1586.0,0
902, 15:46:05,1328.0,0
903, 15:46:10,0.0,0
904, 15:46:15,0.0,0
905, 15:46:20,1868.0,0
906, 15:46:25,2558.0,0
907, 15:46:30,1860.0,0
908, 15:46:35,1816.0,0
909, 15:46:40,1631.0,0
910, 15:46:45,2126.0,0
911, 15:46:50,1697.0,0
912, 15:46:55,1360.0,0
913, 15:47:00,1360.0,0
914, 15:47:05,1750.0,0
915, 15:47:10,1492.0,0
916, 15:47:15,2021.0,0
917, 15:47:20,1512.0,0
918, 15:47:25,2159.0,0
919, 15:47:30,1254.0,0
920, 15:47:35,1552.0,0
921, 15:47:40,2892.0,0
922, 15:47:45,2655.0,0
923, 15:47:50,2536.0,0
924, 15:47:55,2595.0,0
925, 15:48:00,2443.0,0
926, 15:48:05,2364.0,0
927, 15:48:10,1822.0,0
928, 15:48:15,2140.0,0
929, 15:48:20,1043.0,0
930, 15:48:25,541.1,0
931, 15:48:30,336.4,0
932, 15:48:35,1948.0,0
933, 15:48:40,1710.0,0
934, 15:48:45,1690.0,0
935, 15:48:50,1056.0,0
936, 15:48:55,1796.0,0
937, 15:49:00,884.6,0
938, 15:49:05,1070.0,0
939, 15:49:10,752.5,0
940, 15:49:15,2060.0,0
941, 15:54:00,3044.0,0
942, 15:54:05,2767.0,0
943, 15:54:10,2311.0,0
944, 15:54:15,1664.0,0
945, 15:54:20,1175.0,0
946, 15:54:25,3758.0,0
947, 15:54:30,0.0,0
948, 15:54:35,3434.0,0
949, 15:54:40,0.0,0
950, 15:54:45,1043.0,0
951, 15:54:50,1816.0,0
952, 15:54:55,2384.0,0
953, 15:55:00,2318.0,0
954, 15:55:05,3322.0,0
955, 15:55:10,3348.0,0
956, 15:55:15,2159.0,0
957, 15:55:20,1340.0,0
958, 15:55:25,1294.0,0
959, 15:55:30,2311.0,0
960, 15:55:35,1631.0,0
961, 15:55:40,765.7,0
962, 15:55:45,508.1,0
963, 15:55:50,144.8,4841
964, 15:55:55,0.0,4451
965, 15:56:00,4114.0,0
966, 15:56:05,3540.0,0
967, 15:56:10,3302.0,0
968, 15:56:15,3236.0,0
969, 15:56:20,2595.0,0
970, 15:56:25,1664.0,0
971, 15:56:30,732.7,4894
972, 15:56:35,3553.0,0
973, 15:56:40,2338.0,0
974, 15:56:45,1063.0,0
975, 15:56:50,111.8,0
976, 15:56:55,4233.0,0
977, 15:57:00,3368.0,0
978, 15:57:05,2225.0,0
979, 15:57:10,739.3,4169
980, 15:57:15,2595.0,0
981, 16:02:00,0.0,0
982, 16:02:05,4577.0,0
983, 16:02:10,4180.0,0
984, 16:02:15,4511.0,0
985, 16:02:20,0.0,4907
986, 16:02:25,3381.0,0
987, 16:02:30,944.0,0
988, 16:02:35,574.1,0
989, 16:02:40,1816.0,0
990, 16:02:45,2318.0,0
991, 16:02:50,3414.0,0
992, 16:02:55,3698.0,0
993, 16:03:00,4696.0,0
994, 16:03:05,3857.0,0
995, 16:03:10,3573.0,0
996, 16:03:15,3546.0,0
997, 16:03:20,3454.0,0
998, 16:03:25,3454.0,0
999, 16:03:30,4372.0,0
1000, 16:03:35,4597.0,0
1001, 16:03:40,4207.0,0
1002, 16:03:45,3256.0,0
1003, 16:03:50,3579.0,0
1004, 16:03:55,2952.0,0
1005, 16:04:00,2952.0,0
1006, 16:04:05,3414.0,0
1007, 16:04:10,3672.0,0
1008, 16:04:15,3817.0,0
1009, 16:04:20,3797.0,0
1010, 16:04:25,3342.0,0
1011, 16:04:30,3910.0,0
1012, 16:04:35,3196.0,0
1013, 16:04:40,3428.0,0
1014, 16:04:45,2727.0,0
1015, 16:04:50,3745.0,0
1016, 16:04:55,3011.0,0
1017, 16:05:00,3408.0,0
1018, 16:05:05,3044.0,0
1019, 16:05:10,3976.0,0
1020, 16:05:15,0.0,0
1021, 16:10:00,4161.0,0
1022, 16:10:05,3811.0,0
1023, 16:10:10,4134.0,0
1024, 16:10:15,0.0,0
1025, 16:10:20,0.0,0
1026, 16:10:25,0.0,0
1027, 16:10:30,1122.0,0
1028, 16:10:35,1571.0,0
1029, 16:10:40,1915.0,0
1030, 16:10:45,0.0,0
1031, 16:10:50,1565.0,0
1032, 16:10:55,1122.0,0
1033, 16:11:00,930.8,0
1034, 16:11:05,164.6,4649
1035, 16:11:10,4260.0,0
1036, 16:11:15,3725.0,0
1037, 16:11:20,3110.0,0
1038, 16:11:25,2133.0,0
1039, 16:11:30,1472.0,0
1040, 16:11:35,871.4,0
1041, 16:11:40,283.5,4286
1042, 16:11:45,3764.0,0
1043, 16:11:50,3005.0,0
1044, 16:11:55,2199.0,0
1045, 16:12:00,1657.0,0
1046, 16:12:05,679.8,0
1047, 16:12:10,72.16,4834
1048, 16:12:15,0.0,0
1049, 16:12:20,343.0,0
1050, 16:12:25,191.0,4775
1051, 16:12:30,4689.0,0
1052, 16:12:35,4451.0,0
1053, 16:12:40,4398.0,0
1054, 16:12:45,4260.0,0
1055, 16:12:50,3916.0,0
1056, 16:12:55,3546.0,0
1057, 16:13:00,2774.0,0
1058, 16:13:05,2311.0,0
1059, 16:13:10,2027.0,0
1060, 16:13:15,1499.0,0
1061, 16:18:00,2516.0,0
1062, 16:18:05,1710.0,0
1063, 16:18:10,1499.0,0
1064, 16:18:15,336.4,0
1065, 16:18:20,1149.0,0
1066, 16:18:25,1571.0,0
1067, 16:18:30,2146.0,0
1068, 16:18:35,2701.0,0
1069, 16:18:40,2324.0,0
1070, 16:18:45,1981.0,0
1071, 16:18:50,1737.0,0
1072, 16:18:55,1598.0,0
1073, 16:19:00,1406.0,0
1074, 16:19:05,0.0,0
1075, 16:19:10,1241.0,0
1076, 16:19:15,1545.0,0
1077, 16:19:20,1479.0,0
1078, 16:19:25,1433.0,0
1079, 16:19:30,1624.0,0
1080, 16:19:35,2126.0,0
1081, 16:19:40,2278.0,0
1082, 16:19:45,2100.0,0
1083, 16:19:50,1486.0,0
1084, 16:19:55,1155.0,0
1085, 16:20:00,1221.0,0
1086, 16:20:05,1618.0,0
1087, 16:20:10,574.1,4484
1088, 16:20:15,4029.0,0
1089, 16:20:20,3302.0,0
1090, 16:20:25,2536.0,0
1091, 16:20:30,2523.0,0
1092, 16:20:35,2760.0,0
1093, 16:20:40,1809.0,0
1094, 16:20:45,1261.0,0
1095, 16:20:50,1116.0,0
1096, 16:20:55,1862.0,0
1097, 16:21:00,1096.0,0
1098, 16:21:05,996.9,0
1099, 16:21:10,805.3,0
1100, 16:21:15,376.0,0
1101, 16:26:00,0.0,0
1102, 16:26:05,594.0,0
1103, 16:26:10,0.0,0
1104, 16:26:15,0.0,0
1105, 16:26:20,4425.0,0
1106, 16:26:25,0.0,0
1107, 16:26:30,58.95,0
1108, 16:26:35,521.3,0
1109, 16:26:40,382.6,0
1110, 16:26:45,217.5,0
1111, 16:26:50,237.3,0
1112, 16:26:55,409.0,0
1113, 16:27:00,164.6,0
1114, 16:27:05,257.1,0
1115, 16:27:10,699.6,0
1116, 16:27:15,607.2,0
1117, 16:27:20,475.1,0
1118, 16:27:25,4682.0,0
1119, 16:27:30,4042.0,0
1120, 16:27:35,3289.0,0
1121, 16:27:40,3170.0,0
1122, 16:27:45,2972.0,0
1123, 16:27:50,2932.0,0
1124, 16:27:55,2556.0,0
1125, 16:28:00,2569.0,0
1126, 16:28:05,2225.0,0
1127, 16:28:10,1750.0,0
1128, 16:28:15,1254.0,0
1129, 16:28:20,1003.0,0
1130, 16:28:25,838.3,0
1131, 16:28:30,739.3,0
1132, 16:28:35,422.2,0
1133, 16:28:40,91.97,0
1134, 16:28:45,91.97,0
1135, 16:28:50,4035.0,0
1136, 16:28:55,3784.0,0
1137, 16:29:00,3322.0,0
1138, 16:29:05,2846.0,0
1139, 16:29:10,2509.0,0
1140, 16:29:15,2318.0,0
1141, 13:17:42,917.6,3071
1142, 13:17:45,838.3,3705
1143, 13:17:48,712.8,4035
1144, 13:17:51,1030.0,4696
1145, 13:17:54,1684.0,0
1146, 13:17:57,2192.0,0
1147, 13:18:00,2853.0,0
1148, 13:18:03,3877.0,0
1149, 13:18:06,891.2,4478
1150, 13:18:09,1479.0,4907
1151, 13:18:12,1915.0,0
1152, 13:18:15,2351.0,0
1153, 13:18:18,3394.0,0
1154, 13:18:21,369.4,3870
1155, 13:18:24,878.0,4379
1156, 13:18:27,1367.0,0
1157, 13:18:30,1988.0,0
1158, 13:18:33,2694.0,0
1159, 13:18:36,3110.0,0
1160, 13:18:39,111.8,3282
1161, 13:18:42,270.3,3857
1162, 13:18:45,864.8,4392
1163, 13:18:48,1400.0,4861
1164, 13:18:51,1849.0,0
1165, 13:18:54,2708.0,0
1166, 13:18:57,3243.0,0
1167, 13:19:00,224.1,3949
1168, 13:19:03,944.0,4247
1169, 13:19:06,1235.0,4616
1170, 13:19:09,1605.0,0
1171, 13:19:12,2384.0,0
1172, 13:19:15,3025.0,0
1173, 13:19:18,12.71,3566
1174, 13:19:21,554.3,4365
1175, 13:19:24,1354.0,0
1176, 13:19:27,2021.0,0
1177, 13:19:30,2655.0,0
1178, 13:19:33,3262.0,0
1179, 13:19:36,263.7,3652
1180, 13:19:39,633.6,4121
1181, 13:19:42,1122.0,4385
1182, 13:19:45,1387.0,4848
1183, 13:19:48,1822.0,0
1184, 13:19:51,2324.0,0
1185, 13:19:54,2978.0,0
1186, 13:19:57,3494.0,0
1187, 13:20:00,468.5,3929
1188, 13:20:03,937.4,4385
1189, 13:20:06,1387.0,4722
1190, 13:20:09,1717.0,0
1191, 13:37:00,0.0,0
1192, 13:37:05,1538.0,0
1193, 13:37:10,125.0,0
1194, 13:37:15,4359.0,0
1195, 13:37:20,3474.0,0
1196, 13:37:25,2615.0,0
1197, 13:37:30,1565.0,0
1198, 13:37:35,712.8,4610
1199, 13:37:40,3665.0,0
1200, 13:37:45,2681.0,0
1201, 13:37:50,2219.0,0
1202, 13:37:55,1618.0,0
1203, 13:38:00,818.5,0
1204, 13:38:05,131.6,4266
1205, 13:38:10,3361.0,0
1206, 13:38:15,3771.0,0
1207, 13:38:20,3527.0,0
1208, 13:38:25,2952.0,0
1209, 13:38:30,2397.0,0
1210, 13:38:35,2146.0,0
1211, 13:38:40,1829.0,0
1212, 13:38:45,1221.0,0
1213, 13:38:50,250.5,4511
1214, 13:38:55,3778.0,0
1215, 13:39:00,3091.0,0
1216, 13:39:05,2450.0,0
1217, 13:39:10,2219.0,0
1218, 13:39:15,1532.0,0
1219, 13:39:20,660.0,4742
1220, 13:39:25,3830.0,0
1221, 13:39:30,3077.0,0
1222, 13:39:35,3150.0,0
1223, 13:39:40,2476.0,0
1224, 13:39:45,983.6,0
1225, 13:39:50,237.3,4161
1226, 13:39:55,0.0,0
1227, 13:40:00,0.0,0
1228, 13:40:05,0.0,0
1229, 13:40:10,0.0,0
1230, 13:40:15,0.0,0
1231, 13:46:00,4147.0,0
1232, 13:46:05,4583.0,0
1233, 13:46:10,4121.0,0
1234, 13:46:15,3877.0,0
1235, 13:46:20,3824.0,0
1236, 13:46:25,3883.0,0
1237, 13:46:30,3348.0,0
1238, 13:46:35,2939.0,0
1239, 13:46:40,3216.0,0
1240, 13:46:45,2879.0,0
1241, 13:46:50,2582.0,0
1242, 13:46:55,2661.0,0
1243, 13:47:00,2040.0,0
1244, 13:47:05,1155.0,0
1245, 13:47:10,422.2,4656
1246, 13:47:15,3619.0,0
1247, 13:47:20,2529.0,0
1248, 13:47:25,2734.0,0
1249, 13:47:30,3546.0,0
1250, 13:47:35,4108.0,0
1251, 13:47:40,4035.0,0
1252, 13:47:45,3414.0,0
1253, 13:47:50,2932.0,0
1254, 13:47:55,2470.0,0
1255, 13:48:00,2324.0,0
1256, 13:48:05,1618.0,0
1257, 13:48:10,1076.0,0
1258, 13:48:15,276.9,4293
1259, 13:48:20,3309.0,0
1260, 13:48:25,2258.0,0
1261, 13:48:30,1129.0,0
1262, 13:48:35,911.0,0
1263, 13:48:40,765.7,0
1264, 13:48:45,554.3,4980
1265, 13:48:50,0.0,0
1266, 13:48:55,0.0,0
1267, 13:49:00,0.0,0
1268, 13:49:05,0.0,0
1269, 13:49:10,0.0,0
1270, 13:49:15,0.0,0
1271, 14:03:00,3005.0,0
1272, 14:03:05,2886.0,0
1273, 14:03:10,0.0,0
1274, 14:03:15,0.0,0
1275, 14:03:20,0.0,0
1276, 14:03:25,2212.0,0
1277, 14:03:30,937.4,0
1278, 14:03:35,243.9,4749
1279, 14:03:40,4108.0,0
1280, 14:03:45,2595.0,0
1281, 14:03:50,1671.0,0
1282, 14:03:55,508.1,0
1283, 14:04:00,1096.0,0
1284, 14:04:05,455.2,0
1285, 14:04:10,111.8,4484
1286, 14:04:15,4141.0,0
1287, 14:04:20,3421.0,0
1288, 14:04:25,2780.0,0
1289, 14:04:30,2357.0,0
1290, 14:04:35,1915.0,0
1291, 14:04:40,1261.0,0
1292, 14:04:45,646.8,4900
1293, 14:04:50,4656.0,0
1294, 14:04:55,3692.0,0
1295, 14:05:00,3011.0,0
1296, 14:05:05,2648.0,0
1297, 14:05:10,2113.0,0
1298, 14:05:15,1420.0,0
1299, 14:05:20,911.0,0
1300, 14:05:25,1340.0,0
1301, 14:05:30,646.8,4966
1302, 14:05:35,4445.0,0
1303, 14:05:40,4062.0,0
1304, 14:05:45,3533.0,0
1305, 14:05:50,2959.0,0
1306, 14:05:55,2159.0,0
1307, 14:06:00,1373.0,0
1308, 14:06:05,772.3,4920
1309, 14:06:10,4022.0,0
1310, 14:06:15,3454.0,0
1311, 14:14:00,0.0,0
1312, 14:14:05,627.0,0
1313, 14:14:10,917.6,0
1314, 14:14:15,204.3,4749
1315, 14:14:20,4141.0,0
1316, 14:14:25,3863.0,0
1317, 14:14:30,3256.0,0
1318, 14:14:35,2516.0,0
1319, 14:14:40,2073.0,0
1320, 14:14:45,1439.0,0
1321, 14:14:50,759.1,0
1322, 14:14:55,851.5,0
1323, 14:15:00,356.2,4702
1324, 14:15:05,3923.0,0
1325, 14:15:10,3692.0,0
1326, 14:15:15,3210.0,0
1327, 14:15:20,3058.0,0
1328, 14:15:25,2681.0,0
1329, 14:15:30,2054.0,0
1330, 14:15:35,1466.0,0
1331, 14:15:40,792.1,0
1332, 14:15:45,316.5,4749
1333, 14:15:50,3824.0,0
1334, 14:15:55,3130.0,0
1335, 14:16:00,2470.0,0
1336, 14:16:05,1704.0,0
1337, 14:16:10,1446.0,0
1338, 14:16:15,944.0,0
1339, 14:16:20,996.9,0
1340, 14:16:25,118.4,4412
1341, 14:16:30,3712.0,0
1342, 14:16:35,3210.0,0
1343, 14:16:40,2450.0,0
1344, 14:16:45,1869.0,0
1345, 14:16:50,1406.0,0
1346, 14:16:55,620.4,4947
1347, 14:17:00,0.0,0
1348, 14:17:05,0.0,0
1349, 14:17:10,0.0,0
1350, 14:17:15,0.0,0
1351, 14:21:00,250.5,0
1352, 14:21:05,118.4,0
1353, 14:21:10,131.6,0
1354, 14:21:15,58.95,4709
1355, 14:21:20,4379.0,0
1356, 14:21:25,4180.0,0
1357, 14:21:30,0.0,0
1358, 14:21:35,0.0,0
1359, 14:21:40,0.0,0
1360, 14:21:45,1287.0,0
1361, 14:21:50,778.9,0
1362, 14:21:55,514.7,0
1363, 14:22:00,389.2,4854
1364, 14:22:05,4385.0,0
1365, 14:22:10,4379.0,0
1366, 14:22:15,4498.0,0
1367, 14:22:20,4881.0,0
1368, 14:22:25,0.0,0
1369, 14:22:30,627.0,0
1370, 14:22:35,343.0,0
1371, 14:22:40,158.0,4874
1372, 14:22:45,4233.0,0
1373, 14:22:50,3996.0,0
1374, 14:22:55,4227.0,0
1375, 14:23:00,4293.0,0
1376, 14:23:05,4478.0,0
1377, 14:23:10,4491.0,0
1378, 14:23:15,4610.0,0
1379, 14:23:20,4134.0,0
1380, 14:23:25,3262.0,0
1381, 14:23:30,3044.0,0
1382, 14:23:35,2556.0,0
1383, 14:23:40,1902.0,0
1384, 14:23:45,2179.0,0
1385, 14:23:50,2965.0,0
1386, 14:23:55,2397.0,0
1387, 14:24:00,2556.0,0
1388, 14:24:05,3216.0,0
1389, 14:24:10,3560.0,0
1390, 14:24:15,3870.0,0
1391, 14:29:00,3949.0,0
1392, 14:29:05,3540.0,0
1393, 14:29:10,3005.0,0
1394, 14:29:15,2397.0,0
1395, 14:29:20,2245.0,0
1396, 14:29:25,1710.0,0
1397, 14:29:30,944.0,0
1398, 14:29:35,818.5,0
1399, 14:29:40,0.0,0
1400, 14:29:45,0.0,0
1401, 14:29:50,3745.0,0
1402, 14:29:55,3428.0,0
1403, 14:30:00,4075.0,0
1404, 14:30:05,3989.0,0
1405, 14:30:10,4742.0,0
1406, 14:30:15,4260.0,0
1407, 14:30:20,3982.0,0
1408, 14:30:25,3639.0,0
1409, 14:30:30,3249.0,0
1410, 14:30:35,3210.0,0
1411, 14:30:40,3295.0,0
1412, 14:30:45,2978.0,0
1413, 14:30:50,3461.0,0
1414, 14:30:55,3956.0,0
1415, 14:31:00,3929.0,0
1416, 14:31:05,4570.0,0
1417, 14:31:10,4128.0,0
1418, 14:31:15,3163.0,0
1419, 14:31:20,2417.0,0
1420, 14:31:25,1988.0,0
1421, 14:31:30,1770.0,0
1422, 14:31:35,1116.0,0
1423, 14:31:40,283.5,4293
1424, 14:31:45,3381.0,0
1425, 14:31:50,2747.0,0
1426, 14:31:55,2351.0,0
1427, 14:32:00,1743.0,0
1428, 14:32:05,1505.0,0
1429, 14:32:10,1169.0,0
1430, 14:32:15,1737.0,0
1431, 14:41:00,0.0,0
1432, 14:41:05,0.0,0
1433, 14:41:10,785.5,4960
1434, 14:41:15,0.0,0
1435, 14:41:20,884.6,0
1436, 14:41:25,1571.0,0
1437, 14:41:30,3249.0,0
1438, 14:41:35,3262.0,0
1439, 14:41:40,3566.0,0
1440, 14:41:45,3408.0,0
1441, 14:41:50,3890.0,0
1442, 14:41:55,4484.0,0
1443, 14:42:00,4346.0,0
1444, 14:42:05,0.0,0
1445, 14:42:10,349.6,0
1446, 14:42:15,891.2,0
1447, 14:42:20,1301.0,0
1448, 14:42:25,2424.0,0
1449, 14:42:30,3467.0,0
1450, 14:42:35,4656.0,0
1451, 14:42:40,4960.0,0
1452, 14:42:45,0.0,0
1453, 14:42:50,679.8,0
1454, 14:42:55,1063.0,0
1455, 14:43:00,1690.0,0
1456, 14:43:05,2437.0,0
1457, 14:43:10,2305.0,0
1458, 14:43:15,2318.0,0
1459, 14:43:20,3262.0,0
1460, 14:43:25,3731.0,0
1461, 14:43:30,4927.0,0
1462, 14:43:35,0.0,0
1463, 14:43:40,983.6,0
1464, 14:43:45,878.0,0
1465, 14:43:50,1063.0,0
1466, 14:43:55,871.4,0
1467, 14:44:00,1426.0,0
1468, 14:44:05,1730.0,0
1469, 14:44:10,1723.0,0
1470, 14:44:15,1347.0,0
1471, 15:46:00,1578.0,0
1472, 15:46:05,1360.0,0
1473, 15:46:10,0.0,0
1474, 15:46:15,0.0,0
1475, 15:46:20,1862.0,0
1476, 15:46:25,2569.0,0
1477, 15:46:30,1875.0,0
1478, 15:46:35,1816.0,0
1479, 15:46:40,1618.0,0
1480, 15:46:45,2126.0,0
1481, 15:46:50,1684.0,0
1482, 15:46:55,1340.0,0
1483, 15:47:00,1347.0,0
1484, 15:47:05,1763.0,0
1485, 15:47:10,1472.0,0
1486, 15:47:15,2014.0,0
1487, 15:47:20,1519.0,0
1488, 15:47:25,2173.0,0
1489, 15:47:30,1254.0,0
1490, 15:47:35,1538.0,0
1491, 15:47:40,2886.0,0
1492, 15:47:45,2635.0,0
1493, 15:47:50,2536.0,0
1494, 15:47:55,2589.0,0
1495, 15:48:00,2424.0,0
1496, 15:48:05,2351.0,0
1497, 15:48:10,1822.0,0
1498, 15:48:15,2146.0,0
1499, 15:48:20,1043.0,0
1500, 15:48:25,534.5,0
1501, 15:48:30,336.4,0
1502, 15:48:35,1961.0,0
1503, 15:48:40,1723.0,0
1504, 15:48:45,1671.0,0
1505, 15:48:50,1017.0,0
1506, 15:48:55,1789.0,0
1507, 15:49:00,911.0,0
1508, 15:49:05,1083.0,0
1509, 15:49:10,778.9,0
1510, 15:49:15,2054.0,0
1511, 15:54:00,3031.0,0
1512, 15:54:05,2780.0,0
1513, 15:54:10,2298.0,0
1514, 15:54:15,1671.0,0
1515, 15:54:20,1175.0,0
1516, 15:54:25,0.0,0
1517, 15:54:30,0.0,0
1518, 15:54:35,3441.0,0
1519, 15:54:40,0.0,0
1520, 15:54:45,1076.0,0
1521, 15:54:50,1809.0,0
1522, 15:54:55,2371.0,0
1523, 15:55:00,2318.0,0
1524, 15:55:05,3302.0,0
1525, 15:55:10,3348.0,0
1526, 15:55:15,2153.0,0
1527, 15:55:20,1354.0,0
1528, 15:55:25,1307.0,0
1529, 15:55:30,2324.0,0
1530, 15:55:35,1631.0,0
1531, 15:55:40,765.7,0
1532, 15:55:45,514.7,0
1533, 15:55:50,111.8,4821
1534, 15:55:55,4438.0,0
1535, 15:56:00,4108.0,0
1536, 15:56:05,3546.0,0
1537, 15:56:10,3315.0,0
1538, 15:56:15,3216.0,0
1539, 15:56:20,2582.0,0
1540, 15:56:25,1651.0,0
1541, 15:56:30,739.3,4900
1542, 15:56:35,3553.0,0
1543, 15:56:40,2324.0,0
1544, 15:56:45,1076.0,0
1545, 15:56:50,118.4,0
1546, 15:56:55,4227.0,0
1547, 15:57:00,3335.0,0
1548, 15:57:05,2206.0,0
1549, 15:57:10,732.7,4186
1550, 15:57:15,2608.0,0
1551, 16:02:00,0.0,0
1552, 16:02:05,4603.0,0
1553, 16:02:10,4174.0,0
1554, 16:02:15,4517.0,0
1555, 16:02:20,4914.0,0
1556, 16:02:25,3368.0,0
1557, 16:02:30,944.0,0
1558, 16:02:35,567.5,0
1559, 16:02:40,1803.0,0
1560, 16:02:45,2311.0,0
1561, 16:02:50,3394.0,0
1562, 16:02:55,3685.0,0
1563, 16:03:00,4696.0,0
1564, 16:03:05,3857.0,0
1565, 16:03:10,3560.0,0
1566, 16:03:15,3533.0,0
1567, 16:03:20,3454.0,0
1568, 16:03:25,3454.0,0
1569, 16:03:30,4385.0,0
1570, 16:03:35,4583.0,0
1571, 16:03:40,4194.0,0
1572, 16:03:45,3256.0,0
1573, 16:03:50,3566.0,0
1574, 16:03:55,2945.0,0
1575, 16:04:00,2945.0,0
1576, 16:04:05,3401.0,0
1577, 16:04:10,3672.0,0
1578, 16:04:15,3824.0,0
1579, 16:04:20,3791.0,0
1580, 16:04:25,3335.0,0
1581, 16:04:30,3903.0,0
1582, 16:04:35,3170.0,0
1583, 16:04:40,3428.0,0
1584, 16:04:45,2714.0,0
1585, 16:04:50,3738.0,0
1586, 16:04:55,3005.0,0
1587, 16:05:00,3401.0,0
1588, 16:05:05,3025.0,0
1589, 16:05:10,3963.0,0
1590, 16:05:15,0.0,0
1591, 16:10:00,4134.0,0
1592, 16:10:05,3817.0,0
1593, 16:10:10,4134.0,0
1594, 16:10:15,0.0,0
1595, 16:10:20,0.0,0
1596, 16:10:25,0.0,0
1597, 16:10:30,1136.0,0
1598, 16:10:35,1591.0,0
1599, 16:10:40,1915.0,0
1600, 16:10:45,1776.0,0
1601, 16:10:50,1545.0,0
1602, 16:10:55,1122.0,0
1603, 16:11:00,917.6,0
1604, 16:11:05,171.2,4636
1605, 16:11:10,4233.0,0
1606, 16:11:15,3718.0,0
1607, 16:11:20,3117.0,0
1608, 16:11:25,2140.0,0
1609, 16:11:30,1472.0,0
1610, 16:11:35,878.0,0
1611, 16:11:40,276.9,4273
1612, 16:11:45,3764.0,0
1613, 16:11:50,3011.0,0
1614, 16:11:55,2192.0,0
1615, 16:12:00,1677.0,0
1616, 16:12:05,673.2,0
1617, 16:12:10,58.95,4821
1618, 16:12:15,0.0,0
1619, 16:12:20,349.6,0
1620, 16:12:25,197.7,4762
1621, 16:12:30,4696.0,0
1622, 16:12:35,4464.0,0
1623, 16:12:40,4438.0,0
1624, 16:12:45,4280.0,0
1625, 16:12:50,3923.0,0
1626, 16:12:55,3527.0,0
1627, 16:13:00,2780.0,0
1628, 16:13:05,2324.0,0
1629, 16:13:10,2027.0,0
1630, 16:13:15,1505.0,0
1631, 16:18:00,2516.0,0
1632, 16:18:05,1710.0,0
1633, 16:18:10,1499.0,0
1634, 16:18:15,309.9,0
1635, 16:18:20,1162.0,0
1636, 16:18:25,1558.0,0
1637, 16:18:30,2153.0,0
1638, 16:18:35,2694.0,0
1639, 16:18:40,2338.0,0
1640, 16:18:45,1974.0,0
1641, 16:18:50,1723.0,0
1642, 16:18:55,1591.0,0
1643, 16:19:00,1393.0,0
1644, 16:19:05,0.0,0
1645, 16:19:10,1228.0,0
1646, 16:19:15,1545.0,0
1647, 16:19:20,1486.0,0
1648, 16:19:25,1439.0,0
1649, 16:19:30,1624.0,0
1650, 16:19:35,2133.0,0
1651, 16:19:40,2265.0,0
1652, 16:19:45,2087.0,0
1653, 16:19:50,1492.0,0
1654, 16:19:55,1169.0,0
1655, 16:20:00,1221.0,0
1656, 16:20:05,1618.0,0
1657, 16:20:10,567.5,4471
1658, 16:20:15,4048.0,0
1659, 16:20:20,3315.0,0
1660, 16:20:25,2509.0,0
1661, 16:20:30,2542.0,0
1662, 16:20:35,2774.0,0
1663, 16:20:40,1829.0,0
1664, 16:20:45,1274.0,0
1665, 16:20:50,1122.0,0
1666, 16:20:55,1862.0,0
1667, 16:21:00,1103.0,0
1668, 16:21:05,996.9,0
1669, 16:21:10,811.9,0
1670, 16:21:15,362.8,0
1671, 16:26:00,0.0,0
1672, 16:26:05,600.6,0
1673, 16:26:10,0.0,0
1674, 16:26:15,0.0,0
1675, 16:26:20,4398.0,0
1676, 16:26:25,0.0,0
1677, 16:26:30,52.34,0
1678, 16:26:35,508.1,0
1679, 16:26:40,349.6,0
1680, 16:26:45,217.5,0
1681, 16:26:50,230.7,0
1682, 16:26:55,376.0,0
1683, 16:27:00,184.4,0
1684, 16:27:05,257.1,0
1685, 16:27:10,732.7,0
1686, 16:27:15,613.8,0
1687, 16:27:20,455.2,4966
1688, 16:27:25,4643.0,0
1689, 16:27:30,4055.0,0
1690, 16:27:35,3269.0,0
1691, 16:27:40,3163.0,0
1692, 16:27:45,2978.0,0
1693, 16:27:50,2912.0,0
1694, 16:27:55,2562.0,0
1695, 16:28:00,2602.0,0
1696, 16:28:05,2212.0,0
1697, 16:28:10,1763.0,0
1698, 16:28:15,1274.0,0
1699, 16:28:20,1036.0,0
1700, 16:28:25,798.7,0
1701, 16:28:30,739.3,0
1702, 16:28:35,442.0,0
1703, 16:28:40,85.37,0
1704, 16:28:45,85.37,0
1705, 16:28:50,4055.0,0
1706, 16:28:55,3791.0,0
1707, 16:29:00,3322.0,0
1708, 16:29:05,2846.0,0
1709, 16:29:10,2529.0,0
1710, 16:29:15,2324.0,0
